epoch,lr,trainset_Energy_MAE,trainset_Force_MAE,trainset_Stress_MAE,trainset_Energy_Loss,trainset_Force_Loss,trainset_Stress_Loss,trainset_TotalLoss,validset_Energy_MAE,validset_Force_MAE,validset_Stress_MAE,validset_Energy_Loss,validset_Force_Loss,validset_Stress_Loss,validset_TotalLoss,testset_Energy_MAE,testset_Force_MAE,testset_Stress_MAE,testset_Energy_Loss,testset_Force_Loss,testset_Stress_Loss,testset_TotalLoss
1,0.010000,0.324045,0.248098,21.415536,0.003191,0.002423,0.214120,0.007755,0.202634,0.215453,19.853159,0.001974,0.002126,0.197988,0.006080,0.210990,0.227032,22.505182,0.002080,0.002240,0.236132,0.006681
2,0.009950,0.187249,0.224868,20.361338,0.001824,0.002194,0.203578,0.006054,0.172268,0.207046,18.073420,0.001671,0.002044,0.180213,0.005517,0.173067,0.215687,20.196059,0.001697,0.002125,0.205081,0.005873
3,0.009900,0.166172,0.215084,19.042082,0.001613,0.002097,0.190384,0.005614,0.154296,0.208107,15.717116,0.001491,0.002055,0.156853,0.005115,0.152434,0.215031,17.472054,0.001485,0.002115,0.175256,0.005353
4,0.009850,0.140695,0.196999,16.048108,0.001358,0.001918,0.160441,0.004881,0.136775,0.183919,13.762718,0.001318,0.001806,0.137453,0.004498,0.133235,0.196070,15.486701,0.001286,0.001915,0.155389,0.004755
5,0.009800,0.122939,0.177366,14.243422,0.001181,0.001722,0.142395,0.004327,0.116460,0.158736,11.793338,0.001115,0.001551,0.117856,0.003845,0.112250,0.173424,13.800325,0.001078,0.001702,0.138350,0.004163
6,0.009750,0.106742,0.162754,12.800351,0.001019,0.001579,0.127966,0.003878,0.110184,0.182510,11.187246,0.001052,0.001795,0.111776,0.003965,0.101512,0.160986,12.322613,0.000971,0.001585,0.123553,0.003791
7,0.009700,0.095366,0.152083,11.406273,0.000906,0.001473,0.114027,0.003519,0.093467,0.146019,10.547328,0.000886,0.001425,0.105359,0.003365,0.085050,0.153392,12.006042,0.000806,0.001522,0.120640,0.003535
8,0.009650,0.090227,0.146491,10.989117,0.000854,0.001418,0.109856,0.003371,0.091655,0.143378,9.654806,0.000867,0.001394,0.096495,0.003227,0.085506,0.148166,10.942637,0.000811,0.001440,0.110684,0.003358
9,0.009600,0.083774,0.140220,10.539718,0.000790,0.001354,0.105366,0.003198,0.088460,0.131922,10.187023,0.000836,0.001282,0.101770,0.003136,0.080410,0.136867,10.962322,0.000761,0.001345,0.111996,0.003225
10,0.009550,0.079432,0.135456,9.971033,0.000747,0.001308,0.099676,0.003051,0.080920,0.131274,9.104342,0.000760,0.001276,0.090942,0.002946,0.074389,0.135442,10.205469,0.000702,0.001336,0.102768,0.003066
11,0.009500,0.074080,0.129547,9.462748,0.000693,0.001250,0.094596,0.002889,0.083539,0.133669,9.427828,0.000787,0.001298,0.094131,0.003026,0.075625,0.138720,10.377169,0.000714,0.001347,0.105820,0.003119
12,0.009450,0.071878,0.127947,9.496786,0.000671,0.001232,0.094933,0.002853,0.076728,0.132854,8.905737,0.000719,0.001292,0.088968,0.002901,0.067482,0.131529,9.435798,0.000631,0.001288,0.095063,0.002869
13,0.009400,0.070369,0.125860,9.329027,0.000656,0.001211,0.093258,0.002800,0.075107,0.125663,9.363742,0.000703,0.001220,0.093404,0.002856,0.065883,0.124887,9.874808,0.000615,0.001225,0.099834,0.002838
14,0.009350,0.067730,0.121003,8.956996,0.000630,0.001164,0.089536,0.002689,0.093608,0.531534,10.355262,0.000887,0.005362,0.103306,0.007282,0.066946,0.129987,9.270979,0.000627,0.001274,0.094387,0.002845
15,0.009300,0.066759,0.122652,8.785092,0.000620,0.001179,0.087820,0.002677,0.071871,0.120738,8.539065,0.000670,0.001169,0.085254,0.002692,0.062914,0.121137,9.500791,0.000586,0.001190,0.097477,0.002751
16,0.009250,0.062958,0.115299,8.398255,0.000582,0.001107,0.083952,0.002529,0.069985,0.117595,8.772645,0.000652,0.001137,0.087608,0.002666,0.061628,0.121675,10.362692,0.000573,0.001178,0.106023,0.002812
17,0.009200,0.060833,0.113174,8.302280,0.000561,0.001086,0.082990,0.002477,0.067547,0.117693,8.917827,0.000628,0.001140,0.088960,0.002657,0.058277,0.118097,10.009733,0.000541,0.001150,0.102675,0.002718
18,0.009150,0.060985,0.113183,8.358049,0.000563,0.001086,0.083547,0.002484,0.064538,0.111352,8.062227,0.000598,0.001075,0.080547,0.002479,0.057195,0.112540,9.164227,0.000529,0.001087,0.091893,0.002535
19,0.009100,0.058617,0.110890,8.009967,0.000539,0.001063,0.080066,0.002403,0.064886,0.115518,7.960112,0.000601,0.001117,0.079502,0.002514,0.056412,0.114567,8.748487,0.000523,0.001121,0.088025,0.002524
20,0.009050,0.057312,0.107972,7.892718,0.000526,0.001034,0.078896,0.002349,0.061531,0.106228,7.707564,0.000568,0.001023,0.076953,0.002361,0.054820,0.109243,8.592418,0.000506,0.001064,0.086687,0.002436
21,0.009000,0.054840,0.105637,7.757701,0.000502,0.001011,0.077544,0.002288,0.062254,0.106437,7.939618,0.000575,0.001024,0.079255,0.002391,0.054692,0.110725,8.419143,0.000502,0.001071,0.084303,0.002416
22,0.008950,0.054067,0.104799,7.734038,0.000494,0.001003,0.077309,0.002270,0.060940,0.113328,7.980284,0.000562,0.001098,0.079674,0.002456,0.053291,0.112188,9.000619,0.000489,0.001089,0.091833,0.002496
23,0.008900,0.053128,0.103399,7.646702,0.000485,0.000988,0.076433,0.002237,0.058358,0.108974,7.275558,0.000537,0.001053,0.072674,0.002317,0.048700,0.106697,8.270058,0.000444,0.001029,0.083699,0.002310
24,0.008850,0.051779,0.101496,7.444295,0.000471,0.000969,0.074410,0.002184,0.057958,0.097851,7.551444,0.000532,0.000939,0.075398,0.002225,0.048943,0.102227,8.295673,0.000445,0.000979,0.083366,0.002258
25,0.008800,0.050931,0.100377,7.478400,0.000463,0.000959,0.074750,0.002169,0.056529,0.102133,7.715472,0.000519,0.000985,0.077008,0.002274,0.047181,0.100209,8.180049,0.000429,0.000965,0.082534,0.002219
26,0.008750,0.049777,0.098488,7.332295,0.000452,0.000940,0.073290,0.002124,0.057178,0.096489,7.194259,0.000525,0.000925,0.071827,0.002168,0.049823,0.099630,8.121098,0.000454,0.000952,0.081610,0.002222
27,0.008700,0.047947,0.095723,7.144636,0.000433,0.000913,0.071416,0.002060,0.054793,0.103023,7.155893,0.000501,0.000992,0.071446,0.002207,0.045479,0.099954,7.787902,0.000410,0.000961,0.078059,0.002152
28,0.008650,0.047253,0.094962,7.038743,0.000427,0.000904,0.070355,0.002035,0.057527,0.097166,7.656494,0.000527,0.000934,0.076435,0.002226,0.046718,0.097964,8.229061,0.000422,0.000938,0.083017,0.002189
29,0.008600,0.046653,0.093662,7.117897,0.000421,0.000891,0.071146,0.002023,0.054740,0.099479,7.489901,0.000500,0.000960,0.074746,0.002207,0.045876,0.098284,8.444844,0.000415,0.000940,0.085411,0.002209
30,0.008550,0.046247,0.093435,6.870665,0.000417,0.000889,0.068674,0.001992,0.051660,0.092969,7.051292,0.000470,0.000891,0.070399,0.002066,0.043374,0.100253,7.770302,0.000390,0.000974,0.077828,0.002142
31,0.008500,0.045741,0.091348,7.020735,0.000412,0.000868,0.070174,0.001982,0.053248,0.094712,7.100458,0.000487,0.000909,0.070861,0.002104,0.043824,0.092622,7.749937,0.000395,0.000894,0.078173,0.002071
32,0.008450,0.044578,0.090912,6.822235,0.000400,0.000864,0.068189,0.001946,0.050471,0.092752,6.862054,0.000459,0.000889,0.068533,0.002033,0.042516,0.096337,7.718648,0.000382,0.000940,0.077384,0.002095
33,0.008400,0.044162,0.088684,6.729303,0.000396,0.000842,0.067259,0.001911,0.051633,0.091221,7.062033,0.000469,0.000874,0.070482,0.002048,0.041142,0.091826,7.713715,0.000367,0.000877,0.078019,0.002024
34,0.008350,0.043668,0.088689,6.709726,0.000391,0.000842,0.067064,0.001904,0.051569,0.090074,7.114420,0.000468,0.000863,0.071026,0.002042,0.042699,0.089879,7.709207,0.000383,0.000864,0.077296,0.002020
35,0.008300,0.073701,0.131589,15.947822,0.000690,0.001268,0.159432,0.003553,0.058435,0.112954,8.357245,0.000537,0.001092,0.083437,0.002463,0.049291,0.112169,8.998957,0.000448,0.001089,0.090603,0.002443
36,0.008250,0.048561,0.098292,7.339787,0.000440,0.000938,0.073367,0.002111,0.051816,0.093508,7.245286,0.000472,0.000895,0.072325,0.002090,0.044096,0.096487,7.978857,0.000397,0.000926,0.080112,0.002124
37,0.008200,0.044205,0.088786,6.650720,0.000396,0.000843,0.066474,0.001904,0.050139,0.091722,7.149421,0.000455,0.000880,0.071337,0.002048,0.040633,0.093981,7.604918,0.000363,0.000904,0.076243,0.002030
38,0.008150,0.043111,0.086311,6.475315,0.000386,0.000818,0.064720,0.001851,0.050791,0.092229,6.766687,0.000461,0.000885,0.067548,0.002021,0.042180,0.092657,7.606887,0.000378,0.000890,0.076409,0.002032
39,0.008100,0.041899,0.083993,6.320571,0.000374,0.000795,0.063175,0.001801,0.051199,0.090313,7.644165,0.000465,0.000867,0.076229,0.002094,0.041396,0.090857,8.134055,0.000371,0.000867,0.082052,0.002058
40,0.008050,0.041568,0.083330,6.333572,0.000371,0.000789,0.063305,0.001792,0.047593,0.091406,6.823286,0.000430,0.000875,0.068085,0.001987,0.038672,0.089717,7.385329,0.000344,0.000865,0.074250,0.001952
41,0.008000,0.041006,0.082997,6.216486,0.000365,0.000785,0.062132,0.001772,0.048747,0.084517,7.021360,0.000441,0.000806,0.070040,0.001948,0.039826,0.089083,7.577584,0.000354,0.000860,0.076015,0.001973
42,0.007950,0.041782,0.083253,6.450315,0.000373,0.000788,0.064471,0.001805,0.049593,0.087105,7.256750,0.000449,0.000831,0.072440,0.002005,0.041102,0.090929,7.897197,0.000367,0.000872,0.079158,0.002030
43,0.007900,0.040342,0.081391,6.249158,0.000358,0.000769,0.062458,0.001752,0.047152,0.088552,7.088680,0.000426,0.000847,0.070754,0.001981,0.037268,0.090042,7.706542,0.000330,0.000859,0.077768,0.001966
44,0.007850,0.040403,0.081177,6.321624,0.000359,0.000767,0.063183,0.001758,0.050359,0.083212,6.946020,0.000456,0.000793,0.069325,0.001942,0.041815,0.087413,7.685890,0.000373,0.000846,0.077027,0.001989
45,0.007800,0.039625,0.081152,6.233794,0.000351,0.000767,0.062306,0.001742,0.048770,0.092919,6.976039,0.000441,0.000890,0.069636,0.002028,0.038902,0.091766,7.604179,0.000346,0.000882,0.076710,0.001995
46,0.007750,0.039507,0.079795,6.150159,0.000350,0.000753,0.061469,0.001718,0.049096,0.088242,7.106238,0.000444,0.000845,0.070901,0.001999,0.039167,0.093607,7.676495,0.000348,0.000910,0.076787,0.002025
47,0.007700,0.038922,0.079949,6.154139,0.000344,0.000755,0.061509,0.001715,0.052138,0.088865,7.079631,0.000474,0.000851,0.070622,0.002030,0.043235,0.094528,7.880019,0.000388,0.000922,0.079395,0.002104
48,0.007650,0.038968,0.080257,6.150728,0.000345,0.000758,0.061475,0.001718,0.049362,0.084641,6.863759,0.000446,0.000808,0.068494,0.001939,0.039794,0.085837,7.552603,0.000352,0.000814,0.076220,0.001928
49,0.007600,0.037945,0.078059,5.984597,0.000335,0.000736,0.059814,0.001669,0.049580,0.094232,6.695300,0.000449,0.000904,0.066810,0.002021,0.041050,0.094188,7.489893,0.000367,0.000908,0.075714,0.002032
50,0.007550,0.037664,0.077875,6.004676,0.000332,0.000734,0.060014,0.001667,0.044943,0.084513,6.974539,0.000404,0.000807,0.069624,0.001908,0.035732,0.086113,7.620157,0.000314,0.000821,0.076519,0.001900
51,0.007500,0.037582,0.077629,5.961630,0.000331,0.000732,0.059585,0.001659,0.045684,0.089398,6.729282,0.000412,0.000857,0.067154,0.001940,0.036529,0.086254,7.587177,0.000323,0.000828,0.076745,0.001918
52,0.007450,0.036844,0.077148,5.948099,0.000324,0.000727,0.059447,0.001645,0.043578,0.086566,6.684917,0.000391,0.000829,0.066708,0.001887,0.035663,0.088165,7.344943,0.000315,0.000868,0.074051,0.001924
53,0.007400,0.037021,0.076616,5.930593,0.000326,0.000722,0.059273,0.001641,0.044476,0.088533,6.838478,0.000400,0.000849,0.068237,0.001931,0.035578,0.087207,7.603031,0.000314,0.000838,0.077026,0.001922
54,0.007350,0.036164,0.075097,5.850499,0.000317,0.000707,0.058473,0.001609,0.045931,0.081020,6.742699,0.000413,0.000772,0.067319,0.001859,0.036306,0.085373,7.324601,0.000319,0.000819,0.073407,0.001872
55,0.007300,0.036365,0.076314,5.882311,0.000319,0.000719,0.058791,0.001627,0.046112,0.080771,6.554967,0.000415,0.000769,0.065419,0.001838,0.038161,0.086792,7.469988,0.000339,0.000845,0.075314,0.001937
56,0.007250,0.035567,0.074356,5.733461,0.000312,0.000700,0.057304,0.001584,0.044331,0.080384,6.636912,0.000398,0.000765,0.066268,0.001826,0.037318,0.092983,7.541188,0.000330,0.000923,0.075571,0.002009
57,0.007200,0.036309,0.075144,5.894066,0.000319,0.000707,0.058908,0.001615,0.043213,0.079669,6.682936,0.000387,0.000758,0.066692,0.001812,0.033981,0.080836,7.348923,0.000297,0.000766,0.073914,0.001802
58,0.007150,0.034752,0.073303,5.712100,0.000304,0.000689,0.057088,0.001563,0.043748,0.081060,6.355138,0.000393,0.000773,0.063436,0.001800,0.036230,0.089570,7.405996,0.000321,0.000883,0.074349,0.001947
59,0.007100,0.034900,0.073347,5.784331,0.000305,0.000690,0.057810,0.001573,0.042355,0.082425,6.411272,0.000379,0.000786,0.064000,0.001805,0.032964,0.081185,7.033108,0.000287,0.000772,0.071025,0.001769
60,0.007050,0.034538,0.072562,5.620679,0.000301,0.000682,0.056174,0.001545,0.045691,0.077886,6.415639,0.000411,0.000740,0.064064,0.001791,0.037304,0.082599,7.132785,0.000331,0.000792,0.071614,0.001839
61,0.007000,0.034374,0.071812,5.643158,0.000300,0.000674,0.056399,0.001538,0.043858,0.078877,6.585249,0.000392,0.000752,0.065745,0.001802,0.035145,0.084181,7.268000,0.000307,0.000814,0.073027,0.001852
62,0.006950,0.033965,0.071934,5.655212,0.000296,0.000676,0.056518,0.001537,0.043726,0.079176,6.625192,0.000392,0.000754,0.066141,0.001808,0.035118,0.086830,7.305047,0.000311,0.000849,0.073693,0.001897
63,0.006900,0.033590,0.071372,5.576293,0.000292,0.000670,0.055731,0.001519,0.042862,0.075910,6.618926,0.000383,0.000720,0.066043,0.001764,0.034134,0.083214,7.404327,0.000299,0.000797,0.074491,0.001842
64,0.006850,0.033639,0.070479,5.509854,0.000293,0.000661,0.055067,0.001505,0.044717,0.078372,6.609663,0.000401,0.000745,0.066008,0.001806,0.035732,0.083539,7.265728,0.000313,0.000798,0.073023,0.001842
65,0.006800,0.033440,0.070470,5.527008,0.000291,0.000660,0.055239,0.001504,0.043569,0.080586,6.509957,0.000391,0.000767,0.064983,0.001807,0.035503,0.089039,7.290769,0.000312,0.000869,0.072930,0.001910
66,0.006750,0.033217,0.070265,5.540994,0.000289,0.000660,0.055378,0.001502,0.042146,0.079751,6.428553,0.000377,0.000759,0.064181,0.001777,0.033780,0.084612,7.147820,0.000296,0.000830,0.071880,0.001845
67,0.006700,0.032879,0.069043,5.428792,0.000285,0.000646,0.054255,0.001474,0.041319,0.075587,6.443676,0.000369,0.000718,0.064329,0.001730,0.032782,0.081333,7.263810,0.000286,0.000781,0.073230,0.001799
68,0.006650,0.033087,0.069564,5.589295,0.000287,0.000651,0.055862,0.001497,0.042004,0.077365,6.386836,0.000375,0.000735,0.063759,0.001748,0.033916,0.084686,7.202773,0.000297,0.000819,0.072147,0.001837
69,0.006600,0.032440,0.068654,5.406241,0.000281,0.000642,0.054030,0.001464,0.040344,0.074915,6.419054,0.000360,0.000709,0.064095,0.001711,0.031836,0.083686,7.257855,0.000277,0.000813,0.073079,0.001821
70,0.006550,0.032658,0.069321,5.473094,0.000283,0.000649,0.054698,0.001479,0.041038,0.076682,6.523259,0.000366,0.000729,0.065135,0.001747,0.032277,0.077925,7.279170,0.000281,0.000739,0.073173,0.001752
71,0.006500,0.032321,0.068534,5.444586,0.000280,0.000642,0.054413,0.001466,0.042106,0.074316,6.332239,0.000376,0.000704,0.063241,0.001713,0.034297,0.079848,7.357531,0.000300,0.000765,0.074387,0.001809
72,0.006450,0.031839,0.067369,5.333783,0.000275,0.000630,0.053305,0.001438,0.042113,0.076497,6.318048,0.000376,0.000726,0.063084,0.001733,0.033843,0.083786,6.990405,0.000295,0.000813,0.070032,0.001808
73,0.006400,0.032153,0.068090,5.284382,0.000278,0.000637,0.052812,0.001443,0.039634,0.077160,6.139617,0.000353,0.000732,0.061303,0.001698,0.032909,0.086618,7.227961,0.000288,0.000848,0.072654,0.001863
74,0.006350,0.031295,0.065737,5.242905,0.000270,0.000614,0.052396,0.001408,0.042788,0.074656,6.401728,0.000383,0.000708,0.063912,0.001730,0.033883,0.078622,7.026955,0.000296,0.000750,0.070991,0.001756
75,0.006300,0.031082,0.065654,5.182141,0.000268,0.000613,0.051791,0.001399,0.043635,0.079447,6.664004,0.000391,0.000755,0.066496,0.001811,0.034882,0.086002,7.570865,0.000307,0.000832,0.075859,0.001898
76,0.006250,0.031671,0.067343,5.359465,0.000273,0.000629,0.053563,0.001438,0.042055,0.076664,6.227947,0.000375,0.000728,0.062168,0.001725,0.033204,0.080660,7.058688,0.000289,0.000766,0.070829,0.001763
77,0.006200,0.031073,0.065706,5.211920,0.000268,0.000614,0.052088,0.001403,0.040360,0.073705,6.302506,0.000360,0.000698,0.062928,0.001687,0.032124,0.076444,6.880399,0.000280,0.000725,0.068875,0.001693
78,0.006150,0.030749,0.065470,5.162610,0.000265,0.000611,0.051595,0.001392,0.042848,0.075273,6.422458,0.000383,0.000714,0.064079,0.001738,0.033916,0.080026,7.219495,0.000296,0.000763,0.072573,0.001785
79,0.006100,0.031078,0.065603,5.160891,0.000268,0.000613,0.051578,0.001396,0.041383,0.075160,6.259732,0.000370,0.000712,0.062501,0.001707,0.033802,0.086491,7.133871,0.000297,0.000846,0.071462,0.001857
80,0.006050,0.030918,0.065360,5.220776,0.000266,0.000610,0.052175,0.001398,0.040002,0.074648,6.314457,0.000356,0.000707,0.063050,0.001694,0.031769,0.082065,7.247736,0.000276,0.000793,0.073074,0.001800
81,0.006000,0.030234,0.064426,5.060614,0.000260,0.000601,0.050575,0.001366,0.039131,0.072992,6.222429,0.000348,0.000691,0.062109,0.001660,0.031342,0.080075,6.867277,0.000272,0.000773,0.068889,0.001735
82,0.005950,0.029871,0.063589,4.984130,0.000256,0.000593,0.049810,0.001347,0.043071,0.076510,6.436211,0.000386,0.000727,0.064255,0.001755,0.033299,0.082723,7.251968,0.000291,0.000805,0.073028,0.001827
83,0.005900,0.030080,0.063927,5.045899,0.000258,0.000596,0.050428,0.001358,0.042738,0.075696,6.341764,0.000382,0.000718,0.063315,0.001734,0.034435,0.083931,7.097209,0.000302,0.000819,0.071386,0.001835
84,0.005850,0.030156,0.063793,5.015089,0.000259,0.000594,0.050119,0.001354,0.042132,0.077762,6.245833,0.000376,0.000739,0.062361,0.001739,0.034282,0.085262,7.065687,0.000299,0.000828,0.070870,0.001836
85,0.005800,0.030096,0.063850,5.114827,0.000258,0.000595,0.051115,0.001364,0.040494,0.078616,6.264494,0.000361,0.000749,0.062540,0.001736,0.030855,0.082575,7.079342,0.000268,0.000798,0.070984,0.001776
86,0.005750,0.030003,0.064711,5.107204,0.000257,0.000604,0.051040,0.001371,0.039796,0.075216,6.187800,0.000354,0.000713,0.061784,0.001684,0.031622,0.079061,7.094089,0.000274,0.000751,0.071327,0.001738
87,0.005700,0.029658,0.063391,5.039772,0.000254,0.000591,0.050367,0.001349,0.040410,0.074706,6.150640,0.000359,0.000707,0.061412,0.001681,0.032613,0.081863,7.041005,0.000285,0.000795,0.070766,0.001788
88,0.005650,0.029626,0.062857,4.989446,0.000254,0.000585,0.049863,0.001337,0.039735,0.072770,6.261476,0.000353,0.000688,0.062494,0.001666,0.031597,0.082612,7.321061,0.000274,0.000799,0.073295,0.001806
89,0.005600,0.029383,0.062370,4.983408,0.000251,0.000580,0.049801,0.001330,0.040406,0.075934,6.240403,0.000360,0.000720,0.062305,0.001702,0.031679,0.079287,7.002249,0.000275,0.000753,0.070432,0.001732
90,0.005550,0.029018,0.061807,4.946881,0.000248,0.000575,0.049437,0.001317,0.039609,0.074212,6.669593,0.000353,0.000702,0.066589,0.001721,0.031489,0.085672,7.427869,0.000274,0.000840,0.074461,0.001859
91,0.005500,0.028789,0.062135,4.965924,0.000246,0.000578,0.049628,0.001320,0.039563,0.076533,6.394575,0.000352,0.000726,0.063836,0.001716,0.031524,0.079538,7.182989,0.000276,0.000757,0.072222,0.001755
92,0.005450,0.028779,0.061144,4.833788,0.000245,0.000568,0.048308,0.001297,0.037959,0.072082,6.127676,0.000337,0.000681,0.061182,0.001630,0.029879,0.077991,6.986594,0.000258,0.000746,0.069977,0.001704
93,0.005400,0.028614,0.060632,4.846740,0.000244,0.000563,0.048435,0.001291,0.039080,0.073653,6.094757,0.000347,0.000698,0.060844,0.001654,0.030206,0.077059,7.047795,0.000260,0.000727,0.071199,0.001699
94,0.005350,0.028175,0.060537,4.771887,0.000240,0.000562,0.047688,0.001279,0.038546,0.068945,5.997666,0.000342,0.000650,0.059884,0.001591,0.030328,0.074868,6.939980,0.000262,0.000713,0.069435,0.001670
95,0.005300,0.028487,0.060720,4.797277,0.000243,0.000564,0.047940,0.001286,0.040299,0.073166,6.082418,0.000358,0.000693,0.060714,0.001658,0.031982,0.077105,6.851970,0.000277,0.000737,0.068612,0.001700
96,0.005250,0.028313,0.061099,4.824007,0.000241,0.000567,0.048209,0.001291,0.037894,0.071753,6.112078,0.000336,0.000680,0.061030,0.001626,0.029223,0.074554,6.958926,0.000251,0.000704,0.069673,0.001651
97,0.005200,0.028070,0.060456,4.774553,0.000239,0.000562,0.047713,0.001278,0.039392,0.075655,6.143275,0.000350,0.000718,0.061330,0.001681,0.031447,0.079172,6.987588,0.000272,0.000766,0.070441,0.001742
98,0.005150,0.028103,0.060510,4.791380,0.000239,0.000562,0.047881,0.001279,0.037800,0.071641,6.159929,0.000335,0.000677,0.061495,0.001627,0.028735,0.077729,6.991705,0.000247,0.000741,0.069945,0.001687
99,0.005100,0.028070,0.060187,4.819764,0.000239,0.000559,0.048165,0.001279,0.038885,0.074367,6.077007,0.000345,0.000704,0.060662,0.001655,0.030635,0.077727,6.948366,0.000266,0.000733,0.069914,0.001697
