,formula_pretty,material_id,task_id,space_group,bravais_lattice,vol
122,Re,mp-8642,mp-8642,Fm-3m,fcc,14.8660984647711
122,Re,mp-8642,mp-2510867,Fm-3m,fcc,14.8660984647711
123,Re,mp-2647037,mp-2647130,Im-3m,bcc,15.214418078363371
124,Ta,mp-2647044,mp-2647052,P6_3/mmc,hcp,18.818521886255265
125,Ta,mp-6986,mp-6986,Fm-3m,fcc,18.15156491489132
125,Ta,mp-6986,mp-2459412,Fm-3m,fcc,18.15156491489132
126,Ta,mp-50,mp-50,Im-3m,bcc,18.129972738489144
126,Ta,mp-50,mp-1055941,Im-3m,bcc,18.129972738489144
126,Ta,mp-50,mp-1056238,Im-3m,bcc,18.129972738489144
126,Ta,mp-50,mp-2522379,Im-3m,bcc,18.129972738489144
127,Tb,mp-18,mp-18,P6_3/mmc,hcp,32.71278409899747
127,Tb,mp-18,mp-1059813,P6_3/mmc,hcp,32.71278409899747
127,Tb,mp-18,mp-1061299,P6_3/mmc,hcp,32.71278409899747
127,Tb,mp-18,mp-2623192,P6_3/mmc,hcp,32.71278409899747
128,Tb,mp-571249,mp-571249,P6_3/mmc,hcp,32.510892401766334
128,Tb,mp-571249,mp-2518009,P6_3/mmc,hcp,32.510892401766334
129,Tb,mp-7163,mp-7163,Fm-3m,fcc,32.00468586959248
129,Tb,mp-7163,mp-2382254,Fm-3m,fcc,32.00468586959248
130,Tb,mp-11446,mp-11446,Im-3m,bcc,32.52706819348328
131,Tl,mp-82,mp-82,P6_3/mmc,hcp,29.90613832962256
131,Tl,mp-82,mp-1060616,P6_3/mmc,hcp,29.90613832962256
131,Tl,mp-82,mp-2680418,P6_3/mmc,hcp,29.90613832962256
132,Tl,mp-972373,mp-972373,P6_3/mmc,hcp,30.026329170336
132,Tl,mp-972373,mp-2777667,P6_3/mmc,hcp,30.026329170336
133,Tl,mp-151,mp-151,Fm-3m,fcc,30.00471365995496
133,Tl,mp-151,mp-7133,Fm-3m,fcc,30.00471365995496
133,Tl,mp-151,mp-2346968,Fm-3m,fcc,30.00471365995496
134,Tl,mp-39,mp-39,Im-3m,bcc,29.93390167626574
134,Tl,mp-39,mp-2459012,Im-3m,bcc,29.93390167626574
135,Tm,mp-143,mp-143,P6_3/mmc,hcp,30.19899786242444
135,Tm,mp-143,mp-1056924,P6_3/mmc,hcp,30.19899786242444
135,Tm,mp-143,mp-1058229,P6_3/mmc,hcp,30.19899786242444
135,Tm,mp-143,mp-1059919,P6_3/mmc,hcp,30.19899786242444
135,Tm,mp-143,mp-2674916,P6_3/mmc,hcp,30.19899786242444
136,Tm,mp-971769,mp-971769,P6_3/mmc,hcp,30.05245612081685
137,Tm,mp-10660,mp-10660,Fm-3m,fcc,30.066227309678933
138,Tm,mp-10661,mp-10661,Im-3m,bcc,30.60711063609117
139,W,mp-2646990,mp-2647084,P6_3/mmc,hcp,16.61390167565837
140,W,mp-8641,mp-8641,Fm-3m,fcc,15.903934900377433
140,W,mp-8641,mp-2347001,Fm-3m,fcc,15.903934900377433
141,W,mp-91,mp-91,Im-3m,bcc,15.932263521447116
141,W,mp-91,mp-1056048,Im-3m,bcc,15.932263521447116
141,W,mp-91,mp-1179391,Im-3m,bcc,15.932263521447116
141,W,mp-91,mp-2464544,Im-3m,bcc,15.932263521447116
142,Al,mp-1183144,mp-1183144,P6_3/mmc,hcp,15.895421671502502
143,Al,mp-2647008,mp-2647137,P6_3/mmc,hcp,16.669395665980037
144,Al,mp-134,mp-134,Fm-3m,fcc,16.471717630914863
144,Al,mp-134,mp-1056096,Fm-3m,fcc,16.471717630914863
144,Al,mp-134,mp-1056108,Fm-3m,fcc,16.471717630914863
144,Al,mp-134,mp-2625881,Fm-3m,fcc,16.471717630914863
145,Al,mp-998860,mp-998860,Im-3m,bcc,16.11571598722545
145,Al,mp-998860,mp-1056374,Im-3m,bcc,16.11571598722545
145,Al,mp-998860,mp-1253334,Im-3m,bcc,16.11571598722545
145,Al,mp-998860,mp-1255120,Im-3m,bcc,16.11571598722545
145,Al,mp-998860,mp-2351905,Im-3m,bcc,16.11571598722545
146,Be,mp-87,mp-87,P6_3/mmc,hcp,7.949092572200806
146,Be,mp-87,mp-1058908,P6_3/mmc,hcp,7.949092572200806
146,Be,mp-87,mp-1060175,P6_3/mmc,hcp,7.949092572200806
146,Be,mp-87,mp-2651377,P6_3/mmc,hcp,7.949092572200806
147,Be,mp-20,mp-10682,Im-3m,bcc,7.871164063017212
147,Be,mp-20,mp-20,Im-3m,bcc,7.871164063017212
147,Be,mp-20,mp-1056469,Im-3m,bcc,7.871164063017212
147,Be,mp-20,mp-2638809,Im-3m,bcc,7.871164063017212
148,Ca,mp-1183484,mp-1183484,P6_3/mmc,hcp,43.63988451583821
149,Ca,mp-132,mp-132,P6_3/mmc,hcp,43.56840280055848
149,Ca,mp-132,mp-2488775,P6_3/mmc,hcp,43.56840280055848
150,Ca,mp-45,mp-45,Fm-3m,fcc,43.36096382607296
150,Ca,mp-45,mp-1055958,Fm-3m,fcc,43.36096382607296
150,Ca,mp-45,mp-1056169,Fm-3m,fcc,43.36096382607296
150,Ca,mp-45,mp-1056772,Fm-3m,fcc,43.36096382607296
150,Ca,mp-45,mp-1056803,Fm-3m,fcc,43.36096382607296
150,Ca,mp-45,mp-1181791,Fm-3m,fcc,43.36096382607296
150,Ca,mp-45,mp-2373722,Fm-3m,fcc,43.36096382607296
151,Ca,mp-21,mp-997407,Im-3m,bcc,42.71819442535443
151,Ca,mp-21,mp-65,Im-3m,bcc,42.71819442535443
151,Ca,mp-21,mp-21,Im-3m,bcc,42.71819442535443
151,Ca,mp-21,mp-1056186,Im-3m,bcc,42.71819442535443
151,Ca,mp-21,mp-1067525,Im-3m,bcc,42.71819442535443
151,Ca,mp-21,mp-1076899,Im-3m,bcc,42.71819442535443
151,Ca,mp-21,mp-1227315,Im-3m,bcc,42.71819442535443
151,Ca,mp-21,mp-2355839,Im-3m,bcc,42.71819442535443
152,Co,mp-1183710,mp-1183710,P6_3/mmc,hcp,10.688475026948923
153,Co,mp-54,mp-54,P6_3/mmc,hcp,10.640137429822738
153,Co,mp-54,mp-1057473,P6_3/mmc,hcp,10.640137429822738
153,Co,mp-54,mp-1057628,P6_3/mmc,hcp,10.640137429822738
153,Co,mp-54,mp-1058516,P6_3/mmc,hcp,10.640137429822738
153,Co,mp-54,mp-1271435,P6_3/mmc,hcp,10.640137429822738
153,Co,mp-54,mp-1271673,P6_3/mmc,hcp,10.640137429822738
153,Co,mp-54,mp-1271539,P6_3/mmc,hcp,10.640137429822738
153,Co,mp-54,mp-1271600,P6_3/mmc,hcp,10.640137429822738
153,Co,mp-54,mp-1271556,P6_3/mmc,hcp,10.640137429822738
153,Co,mp-54,mp-2522183,P6_3/mmc,hcp,10.640137429822738
154,Co,mp-102,mp-102,Fm-3m,fcc,10.841542632772711
154,Co,mp-102,mp-1226522,Fm-3m,fcc,10.841542632772711
154,Co,mp-102,mp-2720567,Fm-3m,fcc,10.841542632772711
155,Co,mp-2647057,mp-2647133,Im-3m,bcc,11.030656874268672
156,Cr,mp-89,mp-89,P6_3/mmc,hcp,11.5876663282099
157,Cr,mp-8633,mp-8633,Fm-3m,fcc,11.500578123183354
157,Cr,mp-8633,mp-2913082,Fm-3m,fcc,11.500578123183354
158,Cr,mp-90,mp-90,Im-3m,bcc,13.084478862799186
158,Cr,mp-90,mp-1056627,Im-3m,bcc,13.084478862799186
158,Cr,mp-90,mp-1056839,Im-3m,bcc,13.084478862799186
158,Cr,mp-90,mp-1271669,Im-3m,bcc,13.084478862799186
158,Cr,mp-90,mp-1271298,Im-3m,bcc,13.084478862799186
158,Cr,mp-90,mp-1271577,Im-3m,bcc,13.084478862799186
158,Cr,mp-90,mp-1271531,Im-3m,bcc,13.084478862799186
158,Cr,mp-90,mp-1271581,Im-3m,bcc,13.084478862799186
158,Cr,mp-90,mp-1271640,Im-3m,bcc,13.084478862799186
158,Cr,mp-90,mp-1271643,Im-3m,bcc,13.084478862799186
158,Cr,mp-90,mp-1271606,Im-3m,bcc,13.084478862799186
158,Cr,mp-90,mp-2651548,Im-3m,bcc,13.084478862799186
159,Cu,mp-989695,mp-989695,P6_3/mmc,hcp,11.456429493146713
159,Cu,mp-989695,mp-2648989,P6_3/mmc,hcp,11.456429493146713
160,Cu,mp-989782,mp-989782,P6_3/mmc,hcp,11.435635317843316
160,Cu,mp-989782,mp-989813,P6_3/mmc,hcp,11.435635317843316
161,Cu,mp-30,mp-30,Fm-3m,fcc,11.445998564977856
161,Cu,mp-30,mp-1056551,Fm-3m,fcc,11.445998564977856
161,Cu,mp-30,mp-2652802,Fm-3m,fcc,11.445998564977856
162,Cu,mp-998890,mp-998890,Im-3m,bcc,11.4580939159638
162,Cu,mp-998890,mp-1056211,Im-3m,bcc,11.4580939159638
162,Cu,mp-998890,mp-2458173,Im-3m,bcc,11.4580939159638
163,Fe,mp-136,mp-136,P6_3/mmc,hcp,9.857071270897077
163,Fe,mp-136,mp-1056987,P6_3/mmc,hcp,9.857071270897077
163,Fe,mp-136,mp-1057226,P6_3/mmc,hcp,9.857071270897077
163,Fe,mp-136,mp-1058055,P6_3/mmc,hcp,9.857071270897077
163,Fe,mp-136,mp-1058271,P6_3/mmc,hcp,9.857071270897077
163,Fe,mp-136,mp-1058429,P6_3/mmc,hcp,9.857071270897077
163,Fe,mp-136,mp-1059309,P6_3/mmc,hcp,9.857071270897077
163,Fe,mp-136,mp-1059387,P6_3/mmc,hcp,9.857071270897077
163,Fe,mp-136,mp-1061062,P6_3/mmc,hcp,9.857071270897077
163,Fe,mp-136,mp-1061320,P6_3/mmc,hcp,9.857071270897077
163,Fe,mp-136,mp-2371188,P6_3/mmc,hcp,9.857071270897077
163,Fe,mp-136,mp-2416608,P6_3/mmc,hcp,9.857071270897077
164,Fe,mp-150,mp-150,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1055931,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1055971,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056005,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056006,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1055980,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056062,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056077,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056080,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056081,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056112,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056115,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056167,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056189,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056190,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056411,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056172,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056363,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056441,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056365,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056267,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056268,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056234,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056301,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056263,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056391,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056555,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056615,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056623,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056626,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056645,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056658,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056671,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056713,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056535,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056742,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056801,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056805,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056806,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056807,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-1056826,Fm-3m,fcc,12.212332250413573
164,Fe,mp-150,mp-2355118,Fm-3m,fcc,12.212332250413573
165,Fe,mp-13,mp-13,Im-3m,bcc,11.734084234678498
165,Fe,mp-13,mp-1056125,Im-3m,bcc,11.734084234678498
165,Fe,mp-13,mp-1056127,Im-3m,bcc,11.734084234678498
165,Fe,mp-13,mp-1056162,Im-3m,bcc,11.734084234678498
165,Fe,mp-13,mp-1056316,Im-3m,bcc,11.734084234678498
165,Fe,mp-13,mp-1056352,Im-3m,bcc,11.734084234678498
165,Fe,mp-13,mp-1271677,Im-3m,bcc,11.734084234678498
165,Fe,mp-13,mp-1271306,Im-3m,bcc,11.734084234678498
165,Fe,mp-13,mp-1271691,Im-3m,bcc,11.734084234678498
165,Fe,mp-13,mp-2383859,Im-3m,bcc,11.734084234678498
166,K,mp-1184755,mp-1184755,P6_3/mmc,hcp,76.89743529528825
166,K,mp-1184755,mp-2667887,P6_3/mmc,hcp,76.89743529528825
167,K,mp-604318,mp-604318,P6_3/mmc,hcp,77.28580618533908
167,K,mp-604318,mp-2645506,P6_3/mmc,hcp,77.28580618533908
168,K,mp-10157,mp-10157,Fm-3m,fcc,78.04564502820226
168,K,mp-10157,mp-2456638,Fm-3m,fcc,78.04564502820226
169,K,mp-58,mp-58,Im-3m,bcc,78.51861211537867
169,K,mp-58,mp-1056220,Im-3m,bcc,78.51861211537867
169,K,mp-58,mp-1056270,Im-3m,bcc,78.51861211537867
169,K,mp-58,mp-2455234,Im-3m,bcc,78.51861211537867
170,Li,mp-10173,mp-10173,P6_3/mmc,hcp,20.104577204226533
170,Li,mp-10173,mp-1097022,P6_3/mmc,hcp,20.104577204226533
170,Li,mp-10173,mp-2424832,P6_3/mmc,hcp,20.104577204226533
171,Li,mp-976411,mp-976411,P6_3/mmc,hcp,20.365818913700927
171,Li,mp-976411,mp-2775309,P6_3/mmc,hcp,20.365818913700927
172,Li,mp-51,mp-51,Fm-3m,fcc,20.347259270998425
172,Li,mp-51,mp-1184952,Fm-3m,fcc,20.347259270998425
172,Li,mp-51,mp-2559096,Fm-3m,fcc,20.347259270998425
173,Li,mp-135,mp-135,Im-3m,bcc,20.34159020777027
173,Li,mp-135,mp-2383863,Im-3m,bcc,20.34159020777027
173,Li,mp-135,mp-2657097,Im-3m,bcc,20.34159020777027
174,Mg,mp-153,mp-153,P6_3/mmc,hcp,22.399498167675635
174,Mg,mp-153,mp-1060771,P6_3/mmc,hcp,22.399498167675635
174,Mg,mp-153,mp-1061231,P6_3/mmc,hcp,22.399498167675635
174,Mg,mp-153,mp-1061593,P6_3/mmc,hcp,22.399498167675635
174,Mg,mp-153,mp-1236874,P6_3/mmc,hcp,22.399498167675635
174,Mg,mp-153,mp-2683255,P6_3/mmc,hcp,22.399498167675635
175,Mg,mp-973364,mp-973364,P6_3/mmc,hcp,22.54702951445511
175,Mg,mp-973364,mp-2706361,P6_3/mmc,hcp,22.54702951445511
176,Mg,mp-1056702,mp-1056702,Fm-3m,fcc,22.60722103370626
177,Mg,mp-110,mp-110,Im-3m,bcc,22.28502511067041
177,Mg,mp-110,mp-2349422,Im-3m,bcc,22.28502511067041
178,Mn,mp-2647025,mp-2647119,P6_3/mmc,hcp,10.754116179390884
179,Mn,mp-8634,mp-8634,Fm-3m,fcc,10.44323517041897
179,Mn,mp-8634,mp-1056791,Fm-3m,fcc,10.44323517041897
179,Mn,mp-8634,mp-2466780,Fm-3m,fcc,10.44323517041897
180,Mn,mp-1055908,mp-1055908,Im-3m,bcc,10.81855722278302
180,Mn,mp-1055908,mp-1055912,Im-3m,bcc,10.81855722278302
180,Mn,mp-1055908,mp-1055916,Im-3m,bcc,10.81855722278302
181,Na,mp-10172,mp-10172,P6_3/mmc,hcp,36.93819600903703
181,Na,mp-10172,mp-2513923,P6_3/mmc,hcp,36.93819600903703
182,Na,mp-982370,mp-982437,P6_3/mmc,hcp,37.1679588285345
182,Na,mp-982370,mp-982370,P6_3/mmc,hcp,37.1679588285345
182,Na,mp-982370,mp-1067448,P6_3/mmc,hcp,37.1679588285345
182,Na,mp-982370,mp-2770183,P6_3/mmc,hcp,37.1679588285345
183,Na,mp-999501,mp-999501,P6_3/mmc,hcp,39.90268760030902
184,Na,mp-974558,mp-974558,Fm-3m,fcc,37.61435067185961
184,Na,mp-974558,mp-2775013,Fm-3m,fcc,37.61435067185961
185,Na,mp-127,mp-127,Im-3m,bcc,37.25750706727941
185,Na,mp-127,mp-2459076,Im-3m,bcc,37.25750706727941
185,Na,mp-127,mp-2625879,Im-3m,bcc,37.25750706727941
186,Ni,mp-10257,mp-10257,P6_3/mmc,hcp,10.568794875593424
186,Ni,mp-10257,mp-2681632,P6_3/mmc,hcp,10.568794875593424
187,Ni,mp-23,mp-23,Fm-3m,fcc,10.492020341068946
187,Ni,mp-23,mp-1056486,Fm-3m,fcc,10.492020341068946
187,Ni,mp-23,mp-1056589,Fm-3m,fcc,10.492020341068946
187,Ni,mp-23,mp-2631279,Fm-3m,fcc,10.492020341068946
188,Ni,mp-1008728,mp-1008728,Im-3m,bcc,10.597425704098889
188,Ni,mp-1008728,mp-1055969,Im-3m,bcc,10.597425704098889
188,Ni,mp-1008728,mp-2480132,Im-3m,bcc,10.597425704098889
189,Rb,mp-604321,mp-604321,P6_3/mmc,hcp,94.6599421071629
189,Rb,mp-604321,mp-2396683,P6_3/mmc,hcp,94.6599421071629
190,Rb,mp-975129,mp-975129,P6_3/mmc,hcp,94.64081606036754
191,Rb,mp-12628,mp-12628,Fm-3m,fcc,96.44791983228296
191,Rb,mp-12628,mp-1186798,Fm-3m,fcc,96.44791983228296
191,Rb,mp-12628,mp-1186800,Fm-3m,fcc,96.44791983228296
191,Rb,mp-12628,mp-2355620,Fm-3m,fcc,96.44791983228296
192,Rb,mp-70,mp-70,Im-3m,bcc,94.43963115088148
192,Rb,mp-70,mp-1056462,Im-3m,bcc,94.43963115088148
192,Rb,mp-70,mp-2352394,Im-3m,bcc,94.43963115088148
192,Rb,mp-70,mp-2771881,Im-3m,bcc,94.43963115088148
193,Sc,mp-67,mp-67,P6_3/mmc,hcp,25.01223695893517
193,Sc,mp-67,mp-1057622,P6_3/mmc,hcp,25.01223695893517
193,Sc,mp-67,mp-1061518,P6_3/mmc,hcp,25.01223695893517
193,Sc,mp-67,mp-2626698,P6_3/mmc,hcp,25.01223695893517
194,Sc,mp-36,mp-10640,Fm-3m,fcc,25.19608056344197
194,Sc,mp-36,mp-36,Fm-3m,fcc,25.19608056344197
194,Sc,mp-36,mp-1238069,Fm-3m,fcc,25.19608056344197
194,Sc,mp-36,mp-1244755,Fm-3m,fcc,25.19608056344197
194,Sc,mp-36,mp-2677344,Fm-3m,fcc,25.19608056344197
195,Sc,mp-10641,mp-10641,Im-3m,bcc,25.15796300100275
195,Sc,mp-10641,mp-1179541,Im-3m,bcc,25.15796300100275
195,Sc,mp-10641,mp-2775579,Im-3m,bcc,25.15796300100275
196,Sr,mp-139,mp-139,P6_3/mmc,hcp,56.43301959740416
196,Sr,mp-139,mp-1218908,P6_3/mmc,hcp,56.43301959740416
196,Sr,mp-139,mp-2526194,P6_3/mmc,hcp,56.43301959740416
197,Sr,mp-867202,mp-867202,P6_3/mmc,hcp,56.81652023169033
197,Sr,mp-867202,mp-2769371,P6_3/mmc,hcp,56.81652023169033
198,Sr,mp-76,mp-76,Fm-3m,fcc,55.834969924203925
198,Sr,mp-76,mp-19999,Fm-3m,fcc,55.834969924203925
198,Sr,mp-76,mp-1056618,Fm-3m,fcc,55.834969924203925
198,Sr,mp-76,mp-2506938,Fm-3m,fcc,55.834969924203925
199,Sr,mp-95,mp-95,Im-3m,bcc,55.44915137891407
199,Sr,mp-95,mp-2365129,Im-3m,bcc,55.44915137891407
199,Sr,mp-95,mp-2423846,Im-3m,bcc,55.44915137891407
200,Ti,mp-46,mp-46,P6_3/mmc,hcp,17.31935049402373
200,Ti,mp-46,mp-1057362,P6_3/mmc,hcp,17.31935049402373
200,Ti,mp-46,mp-1057489,P6_3/mmc,hcp,17.31935049402373
200,Ti,mp-46,mp-1057611,P6_3/mmc,hcp,17.31935049402373
200,Ti,mp-46,mp-1057570,P6_3/mmc,hcp,17.31935049402373
200,Ti,mp-46,mp-1057679,P6_3/mmc,hcp,17.31935049402373
200,Ti,mp-46,mp-1057770,P6_3/mmc,hcp,17.31935049402373
200,Ti,mp-46,mp-1057777,P6_3/mmc,hcp,17.31935049402373
200,Ti,mp-46,mp-1058730,P6_3/mmc,hcp,17.31935049402373
200,Ti,mp-46,mp-1058648,P6_3/mmc,hcp,17.31935049402373
200,Ti,mp-46,mp-1059729,P6_3/mmc,hcp,17.31935049402373
200,Ti,mp-46,mp-1059738,P6_3/mmc,hcp,17.31935049402373
200,Ti,mp-46,mp-1059988,P6_3/mmc,hcp,17.31935049402373
200,Ti,mp-46,mp-1059677,P6_3/mmc,hcp,17.31935049402373
200,Ti,mp-46,mp-1060024,P6_3/mmc,hcp,17.31935049402373
200,Ti,mp-46,mp-1060183,P6_3/mmc,hcp,17.31935049402373
200,Ti,mp-46,mp-1060448,P6_3/mmc,hcp,17.31935049402373
200,Ti,mp-46,mp-2522434,P6_3/mmc,hcp,17.31935049402373
201,Ti,mp-6985,mp-6985,Fm-3m,fcc,17.345854575003717
201,Ti,mp-6985,mp-2623233,Fm-3m,fcc,17.345854575003717
202,Ti,mp-73,mp-73,Im-3m,bcc,17.189995059394814
202,Ti,mp-73,mp-2459374,Im-3m,bcc,17.189995059394814
203,V,mp-2647074,mp-2647115,P6_3/mmc,hcp,13.87169537834788
204,V,mp-8632,mp-8632,Fm-3m,fcc,13.639763729020526
204,V,mp-8632,mp-2347011,Fm-3m,fcc,13.639763729020526
205,V,mp-146,mp-977611,Im-3m,bcc,13.263780153478194
205,V,mp-146,mp-146,Im-3m,bcc,13.263780153478194
205,V,mp-146,mp-1056037,Im-3m,bcc,13.263780153478194
205,V,mp-146,mp-1056488,Im-3m,bcc,13.263780153478194
205,V,mp-146,mp-1056529,Im-3m,bcc,13.263780153478194
205,V,mp-146,mp-1094020,Im-3m,bcc,13.263780153478194
205,V,mp-146,mp-1094024,Im-3m,bcc,13.263780153478194
205,V,mp-146,mp-1097815,Im-3m,bcc,13.263780153478194
205,V,mp-146,mp-1178833,Im-3m,bcc,13.263780153478194
205,V,mp-146,mp-2683271,Im-3m,bcc,13.263780153478194
206,Y,mp-112,mp-112,P6_3/mmc,hcp,33.77781304155621
206,Y,mp-112,mp-1059189,P6_3/mmc,hcp,33.77781304155621
206,Y,mp-112,mp-1059454,P6_3/mmc,hcp,33.77781304155621
206,Y,mp-112,mp-1060048,P6_3/mmc,hcp,33.77781304155621
206,Y,mp-112,mp-1064398,P6_3/mmc,hcp,33.77781304155621
206,Y,mp-112,mp-1101744,P6_3/mmc,hcp,33.77781304155621
206,Y,mp-112,mp-1178749,P6_3/mmc,hcp,33.77781304155621
206,Y,mp-112,mp-2625830,P6_3/mmc,hcp,33.77781304155621
207,Y,mp-1187717,mp-1187717,P6_3/mmc,hcp,34.023852245401315
208,Y,mp-9,mp-9,Fm-3m,fcc,33.240491920843745
208,Y,mp-9,mp-2379728,Fm-3m,fcc,33.240491920843745
209,Zn,mp-79,mp-79,P6_3/mmc,hcp,14.422554456959176
209,Zn,mp-79,mp-1057694,P6_3/mmc,hcp,14.422554456959176
209,Zn,mp-79,mp-1060154,P6_3/mmc,hcp,14.422554456959176
209,Zn,mp-79,mp-2525232,P6_3/mmc,hcp,14.422554456959176
210,Zn,mp-2646972,mp-2647145,Fm-3m,fcc,15.169425355152562
210,Zn,mp-2646972,mp-2647055,Fm-3m,fcc,15.169425355152562
210,Zn,mp-2646972,mp-2647123,Fm-3m,fcc,15.169425355152562
211,Zn,mp-2647117,mp-2647125,Im-3m,bcc,15.451105083659735
